🐂｜唐鑫测试,#genre#
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
西藏卫视,http://60.10.167.88:808/hls/42/index.m3u8 

人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8

延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226201/index.m3u8

农林卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226204/index.m3u8

厦门卫视,http://111.12.110.63:6610/PLTV/77777777/224/3221225823/index.m3u8?
厦门卫视,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xmws/1300000/mnf.m3u8
厦门卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226199/index.m3u8

三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8

兵团卫视,http://111.12.110.63:6610/PLTV/77777777/224/3221225795/index.m3u8?
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
兵团卫视,http://222.175.159.226:808/hls/76/index.m3u8

点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8

兵团十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
兵团十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8

🇨🇳｜体育频道,#genre#
CCTV5,http://39.134.32.102:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV5,http://39.134.32.108:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV5,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8$超清1080P
CCTV5,http://111.20.33.70/PLTV/88888893/224/3221226395/index.m3u8$超清1080P
CCTV5,http://39.134.67.110/PLTV/88888888/224/3221225818/index.m3u8$超清1080P
CCTV5,http://222.175.159.226:808/hls/5/index.m3u8$超清1080P
CCTV5+,http://39.134.32.102:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV5+,http://39.134.32.103:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV5+,http://39.134.32.108:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT$超清1080P
CCTV5+,http://222.175.159.226:808/hls/6/index.m3u8$超清1080P
CCTV5+,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8$超清1080P
CCTV5+,http://111.20.33.70/PLTV/88888893/224/3221226221/index.m3u8$超清1080P
CCTV5+,http://39.134.67.110/PLTV/88888888/224/3221225507/index.m3u8$超清1080P
CCTV16,http://183.196.25.171:808/hls/666/index.m3u8
CCTV16,http://39.135.55.72:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV16,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8?
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233409/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV16,http://39.135.138.59:18890/PLTV/88888888/224/3221226233/index.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
五星体育,http://112.132.214.218/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
山东体育,http://119.164.216.162:9901/tsfile/live/1002_1.m3u8
广东体育,http://183.63.15.42:9901/tsfile/live/0136_1.m3u8
广东体育,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
新视觉HD,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
NEWTV精品体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225709/index.m3u8
NEWTV超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8

🇨🇳｜少儿动画,#genre#
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
CCTV14,http://123.6.9.146/live/jz-cctv-14/live.m3u8
金鹰卡通,http://111.59.189.40:8445/tsfile/live/1016_1.m3u8$超清1080P
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8$标清576P
金鹰卡通,http://222.175.159.226:808/hls/72/index.m3u8$标清576P
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8$标清576P
卡酷少儿,http://39.135.138.60:18890/PLTV/88888888/224/3221225677/index.m3u8$超清1080P
卡酷少儿,http://111.59.189.40:8445/tsfile/live/1015_1.m3u8$超清1080P
卡酷少儿,http://39.134.66.170/PLTV/88888888/224/3221225562/index.m3u8$标清576P
卡酷少儿,http://111.40.196.25/PLTV/88888888/224/3221225580/index.m3u8$标清576P
卡酷少儿,http://222.175.159.226:808/hls/73/index.m3u8?$标清576P
优漫卡通,http://222.175.159.226:808/hls/74/index.m3u8$标清576P
优漫卡通,http://111.40.196.29/PLTV/88888888/224/3221225586/index.m3u8$标清576P
优漫卡通,http://39.134.66.166/PLTV/88888888/224/3221225556/index.m3u8$标清576P
哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8$超清1080P
哈哈炫动,http://111.40.196.32/PLTV/88888888/224/3221225534/index.m3u8$高清720P
哈哈炫动,http://222.175.159.226:808/hls/75/index.m3u8$标清576P
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8$标清576P
哈哈炫动,http://111.40.196.30/PLTV/88888888/224/3221225609/index.m3u8$标清540P
嘉佳卡通,http://1b6467f415.iok.la:113/tsfile/live/1042_1.m3u8$高清720P
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8$标清576P
嘉佳卡通,http://111.40.196.25/PLTV/88888888/224/3221225647/index.m3u8$标清576P
嘉佳卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221226193/index.m3u8$标清576P
嘉佳卡通,http://9.zhxinda.xyz/gdtv.php?pk=1187$高清720P
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8$高清720P
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?zfud$高清720P
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8$高清720P
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
索尼+少儿动画,https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8
江西少儿,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
江西少儿,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls
甘肃少儿,http://39.134.32.102:6610/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
河北少儿科教,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
中华小当家-,http://fangsong.live/hls/bili.php?id=655291
樱桃小丸子-,http://fangsong.live/hls/bili.php?id=11765640
蜡笔小新-,http://fangsong.live/hls/bili.php?id=11579951
猫和老鼠-,http://fangsong.live/hls/bili.php?id=22905626
猫和老鼠,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
童年经典,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
玩具乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
怀旧动画,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
巧虎,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_135_600_t10/c55_lb_135_600_t10.m3u8?key=0f2a06793124310bcefefdf4e48b17f9a
宝宝课堂,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
奥特曼,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95
喜羊羊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
名贞探柯南,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
动画小天地,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
兔小贝尔歌,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
儿童乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
儿歌大全,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
倒霉熊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
亲子小游戏,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
亲子启蒙,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8

🎍｜锦绣湖南,#genre#
湖南卫视,http://111.20.33.70/TVOD/88888893/224/3221226211/index.m3u8
长沙影视,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.flv?auth_key=1936694127-0-0-f081dadf4de8780d84d51755eb65e516
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.flv?auth_key=1936693647-0-0-09a2ab1e7112296d76b1c37999a5cf32
茶频道,http://111.20.33.70/PLTV/88888893/224/3221226808/index.m3u8
快乐垂钓,http://111.20.33.70/PLTV/88888893/224/3221226805/index.m3u8
金鹰纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221226198/index.m3u8
金鹰纪实,http://39.135.138.58:18890/ysten-businessmobile/live/SD-4000k-576P-jinyingjs/1.m3u8
湖南公共,http://124.232.231.246:6610/000000001001/201600010007/index.m3u8?A=&IASHttpSessionId=OTT
湖南娱乐,http://124.232.231.246:6610/000000001001/201600010004/index.m3u8?A=&IASHttpSessionId=OTT
湖南经视,http://124.232.231.246:6610/000000001001/201600010002/index.m3u8?A=&IASHttpSessionId=OTT
湖南电影,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/hndy210130.m3u8
湖南电影,http://111.40.196.30/PLTV/88888888/224/3221225660/index.m3u8
湖南国际,http://124.232.231.246:6610/000000001001/201600010001/index.m3u8?A=&IASHttpSessionId=OTT
湖南都市,http://124.232.231.246:6610/000000001001/201600010003/index.m3u8?A=&IASHttpSessionId=OTT
湖南电视剧,http://124.232.231.246:6610/000000001001/201600020006/index.m3u8?A=&IASHttpSessionId=OTT
湖南教育,http://pull.hnedutv.com/live/hnedutv1206.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
娄底综合频道,http://119.39.242.52:1935/live/zonghe/playlist.m3u8
娄底综合频道,http://mms.ldntv.cn:1935/live/_definst_/zonghe/playlist.m3u8
益阳新闻综合,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvxwhd210130.m3u8
益阳教育频道,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvjy210130.m3u8
益阳公共频道,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvgg210130.m3u8
衡阳新闻综合,http://59.51.68.40:1936/live/2.stream/playlist.m3u8
衡阳新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_ImycEv.m3u8
衡阳公共频道,http://59.51.68.40:1936/live/3.stream/playlist.m3u8
宁乡综合频道,http://b.ds.ch.dingtoo.com/AppName/StreamName.m3u8
保靖时政频道,http://liveplay.rednet.cn/live/baojing_hgs24f.m3u8
泸溪电视台,http://liveplay.rednet.cn/live/luxi_fe0eyf.m3u8
永顺综合频道,http://liveplay.rednet.cn/live/yongshun_tv_55433f.m3u8
湘潭县综合,http://21084.liveplay.myqcloud.com/live/21084_13241b8296ee11e892905cb9018cf0d4.m3u8
汨罗新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_TE4c1Q.m3u8
屈原综合频道,http://play-dgv-xhncloud.voc.com.cn/live/5243_f2E1iT.m3u8
云溪新闻综合,http://liveplay.rednet.cn/live/yunxi_tv.m3u8
汝城综合频道,http://play-dgv-xhncloud.voc.com.cn/live/5243_j69HSm.m3u8
茶陵新闻综合,http://liveplay.rednet.cn/live/chaling_tv.m3u8
醴陵综合频道,http://liveplay.rednet.cn/live/21084_145ba4ee9f0511e992905cb9018cf0d4.m3u8
江华综合,http://liveplay.rednet.cn/live/jianghua_tv_bcdee8.m3u8
新化新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_nRI1mM.m3u8
桑植新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_NbaWW5.m3u8
洪江市综合,http://liveplay.rednet.cn/live/hongjiang_tv_ced5a7.m3u8

🚀｜好客山东,#genre#
山东卫视,http://222.175.159.226:808/hls/19/index.m3u8$超清1080P
山东卫视,http://39.134.67.110/PLTV/88888888/224/3221225952/index.m3u8$超清1080P
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8$超清1080P
山东卫视,https://lives.jnnews.tv/video/s10001-SDTV/index.m3u8$超清1080P
山东卫视,https://livealone302.iqilu.com/iqilu/sdtv.m3u8$超清1080P
山东新闻,http://119.164.216.162:9901/tsfile/live/1005_1.m3u8$超清1080P
山东新闻,http://119.164.216.162:9901/tsfile/live/1005_1.m3u8
山东齐鲁,https://livealone302.iqilu.com/iqilu/qlpd5555.m3u8$超清1080P
山东齐鲁,http://119.164.216.162:9901/tsfile/live/1003_1.m3u8$超清1080P
山东文旅,http://119.164.216.162:9901/tsfile/live/1004_1.m3u8$超清1080P
山东教育卫视,https://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8$超清1080P
山东少儿,http://119.164.216.162:9901/tsfile/live/1006_1.m3u8
山东综艺,http://119.164.216.162:9901/tsfile/live/1001_1.m3u8
山东体育,http://119.164.216.162:9901/tsfile/live/1002_1.m3u8
中华美食,http://39.135.138.58:18890/PLTV/88888888/224/3221225924/index.m3u8?shandd
济南教育,http://livejnedu.chinamcache.com/live/jneduzb01.m3u8?shandd
济南鲁中,https://quehuamtyoutlive.ijntv.cn/j8pukt/452907.m3u8
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
日照新闻综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8?shandd
日照公共,http://live.rzw.com.cn/kzpd/sd/live.m3u8?shandd
日照科教,http://live.rzw.com.cn/ggpd/sd/live.m3u8?shandd
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
烟台影,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
济宁综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8?shandd
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8?shandd
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8?shandd
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8?shandd
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd
菏泽影,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
枣庄新闻综合,http://stream.zzgd.tv/1/sd/live.m3u8?shandd
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
枣庄教育,http://stream.zzgd.tv/2/sd/live.m3u8?shandd
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8?shandd
枣庄公共,http://stream.zzgd.tv/3/sd/live.m3u8?shandd
东营综合,rtmp://stream.hhek.cn:9936/live/xwzh_sd?shandd
东营综合,http://stream.hhek.cn/xwzh/sd/live.m3u8?shandd
东营公共,rtmp://stream.hhek.cn:9936/live/ggpd_sd?shandd
东营公共,http://stream.hhek.cn/ggpd/sd/live.m3u8?shandd
东营科教,rtmp://stream.hhek.cn:9936/live/dyjy_sd?shandd
东营科教,http://stream.hhek.cn/dyjy/sd/live.m3u8?shandd
潍坊新闻综合,http://sobeylingyun02pull.sobeylive.com/live/wf1pd.m3u8?shandd
潍坊新闻综合,http://stream.wfcmw.cn/1/sd/live.m3u8?shandd
潍坊农业,http://stream.wfcmw.cn/2/sd/live.m3u8?shandd
潍坊农业,http://sobeylingyun02pull.sobeylive.com/live/wf2pd.m3u8?shandd
潍坊公共,http://sobeylingyun02pull.sobeylive.com/live/wf3pd.m3u8?shandd
潍坊公共,http://stream.wfcmw.cn/3/sd/live.m3u8?shandd
潍坊科教,http://sobeylingyun02pull.sobeylive.com/live/wf4pd.m3u8?shandd
潍坊科教,http://stream.wfcmw.cn/4/sd/live.m3u8?shandd
滨州新闻综合,http://stream.bzcm.net/2/sd/live.m3u8?shandd
滨州公共,http://stream.bzcm.net/1/sd/live.m3u8?shandd
泰安新闻综合,rtmp://124.130.146.172/live/tatv0111?shandd
垦利新闻,https://livealone302.iqilu.com/kenli/kenli_tv01/playlist.m3u8?shandd
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8?shandd
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8?shandd
岱岳综合,http://slvedio.slradio.cn/a935908a217711ea8bb000163e0e6522/4D6357B92240C088F3612E43E44B5F1D.m3u8?shandd

⛱️｜活力广东,#genre#

广东卫视,http://222.175.159.226:808/hls/52/index.m3u8$超清1080P
广东卫视,http://39.134.66.163/PLTV/88888888/224/3221225966/index.m3u8$超清1080P
深圳卫视,http://222.175.159.226:808/hls/49/index.m3u8$超清1080P
深圳卫视,http://39.134.66.163/PLTV/88888888/224/3221225668/index.m3u8$超清1080P
南方卫视,http://gxfrg007.8800.org:8282/tsfile/live/1080_1.m3u8$高清720P
南方卫视,http://111.20.33.70/PLTV/88888893/224/3221226218/index.m3u8$高清720P
南方卫视,http://9.zhxinda.xyz/gdtv.php?pk=1197$高清720P
广东珠江,http://9.zhxinda.xyz/gdtv.php?pk=1183$高清720P
广东珠江,http://113.119.161.118:8081/hls/50/index.m3u8$高清720P
广东体育,http://113.101.124.50:808/hls/21/index.m3u8$高清1080P
广东体育,http://113.101.124.143:808/hls/21/index.m3u8$高清1080P
广东体育,http://113.101.124.234:808/hls/21/index.m3u8$高清1080P
广东体育,http://113.101.124.246:808/hls/21/index.m3u8$高清1080P
广东经济科教,http://9.zhxinda.xyz/gdtv.php?pk=1196$高清720P
广东经济科教,http://113.101.124.50:808/hls/22/index.m3u8$高清1080P
广东经济科教,http://113.101.124.143:808/hls/22/index.m3u8$高清1080P
广东经济科教,http://113.101.124.234:808/hls/22/index.m3u8$高清1080P
广东经济科教,http://113.101.124.246:808/hls/22/index.m3u8$高清1080P
广东综艺,http://9.zhxinda.xyz/gdtv.php?pk=1198$高清720P
广东少儿,http://9.zhxinda.xyz/gdtv.php?pk=1200$高清720P
广东少儿,http://113.101.124.50:808/hls/26/index.m3u8$高清1080P
广东少儿,http://113.101.124.143:808/hls/26/index.m3u8$高清1080P
广东少儿,http://113.101.124.234:808/hls/26/index.m3u8$高清1080P
广东少儿,http://113.101.124.246:808/hls/26/index.m3u8$高清1080P
广东新闻,http://9.zhxinda.xyz/gdtv.php?pk=1186$高清720P
广东新闻,http://113.101.124.50:808/hls/20/index.m3u8$高清1080P
广东新闻,http://113.101.124.143:808/hls/20/index.m3u8$高清1080P
广东新闻,http://113.101.124.234:808/hls/20/index.m3u8$高清1080P
广东新闻,http://113.101.124.246:808/hls/20/index.m3u8$高清1080P
广东影视,http://gxfrg007.8800.org:8282/tsfile/live/1052_1.m3u8$高清720P
广东影视,http://9.zhxinda.xyz/gdtv.php?pk=1199$高清720P
广东影视,http://113.101.124.50:808/hls/25/index.m3u8$高清1080P
广东影视,http://113.101.124.143:808/hls/25/index.m3u8$高清1080P
广东影视,http://113.101.124.234:808/hls/25/index.m3u8$高清1080P
广东影视,http://113.101.124.246:808/hls/25/index.m3u8$高清1080P
广东公共,http://9.zhxinda.xyz/gdtv.php?pk=1185$高清720P
广东公共,http://120.236.17.34:808/hls/251/index.m3u8$高清1080P
广东公共,http://113.101.124.50:808/hls/18/index.m3u8$高清1080P
广东公共,http://113.101.124.143:808/hls/18/index.m3u8$高清1080P
广东公共,http://113.101.124.234:808/hls/18/index.m3u8$高清1080P
广东公共,http://113.101.124.246:808/hls/18/index.m3u8$高清1080P
广东国际,http://9.zhxinda.xyz/gdtv.php?pk=1191$高清720P
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8$高清720P
广州南国都市,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds$高清1080P
广州南国都市,http://9.zhxinda.xyz/gz.php?id=shenghuo$高清720P
广州综合,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzzh$高清1080P
广州综合,http://9.zhxinda.xyz/gz.php?id=zhonghe$高清720P
广州法治,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzfz$高清1080P
广州新闻,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzxw$高清1080P
广州新闻,http://9.zhxinda.xyz/gz.php?id=xinwen$高清720P
广州影视,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzys$高清1080P
广州影视,http://9.zhxinda.xyz/gz.php?id=yingshi$高清720P
增城综合,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8$高清1080P
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv$高清1080P
深圳国际,http://gxfrg007.8800.org:8282/tsfile/live/1077_1.m3u8$高清720P
深圳国际,https://sztv-live.cutv.com/sztvgjpd/500/077pz4vl.m3u8$标清576P
深圳都市,https://sztv-live.cutv.com/ZwxzUXr/500/n1ujw4z.m3u8$高清720P
深圳都市,http://ye23.win/iptv/sztv.php?id=2?$高清720P
深圳电视剧,https://sztv-live.cutv.com/4azbkoY/500/grha4bl.m3u8$高清720P
深圳电视剧,http://ye23.win/iptv/sztv.php?id=3?$高清1080P
深圳体育,http://113.101.124.50:808/hls/32/index.m3u8$高清720P
深圳体育,http://113.101.124.143:808/hls/32/index.m3u8$高清720P
深圳体育,http://113.101.124.234:808/hls/32/index.m3u8$高清720P
深圳体育,http://113.101.124.246:808/hls/32/index.m3u8$高清720P
深圳财经,https://sztv-live.cutv.com/3vlcoxP/500/3aiv4cl.m3u8$高清720P
深圳财经,http://ye23.win/iptv/sztv.php?id=5?$高清720P
深圳公共,https://sztv-live.cutv.com/2q76Sw2/500/n3keq46.m3u8$高清720P
深圳公共,http://ye23.win/iptv/sztv.php?id=4?$高清720P
深圳娱乐,https://sztv-live.cutv.com/1q4iPng/500/p2ifq40.m3u8$高清720P
深圳娱乐,http://ye23.win/iptv/sztv.php?id=6?$高清720P
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8$标清576P
深圳东部,http://113.101.124.50:808/hls/102/index.m3u8$高清720P
深圳东部,http://113.101.124.143:808/hls/102/index.m3u8$高清720P
深圳东部,http://113.101.124.234:808/hls/102/index.m3u8$高清720P
深圳东部,http://113.101.124.246:808/hls/102/index.m3u8$高清720P
深圳少儿,https://sztv-live.cutv.com/1SIQj6s/500/g4rdS4Q.m3u8$高清720P
深圳移动,https://sztv-live.cutv.com/wDF6KJ3/500/423gD46.m3u8$标清576P
深圳龙岗,http://113.101.124.50:808/hls/101/index.m3u8$高清1080P
深圳龙岗,http://113.101.124.143:808/hls/101/index.m3u8$高清1080P
深圳龙岗,http://113.101.124.234:808/hls/101/index.m3u8$高清1080P
深圳龙岗,http://113.101.124.246:808/hls/101/index.m3u8$高清1080P
深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8$标清576P
深圳众创,http://113.101.124.50:808/hls/104/index.m3u8$高清1080P
深圳众创,http://113.101.124.143:808/hls/104/index.m3u8$高清1080P
深圳众创,http://113.101.124.234:808/hls/104/index.m3u8$高清1080P
深圳众创,http://113.101.124.246:808/hls/104/index.m3u8$高清1080P
深圳众创,https://lglivepull.sznews.com/live/2645.m3u8$标清576P
深圳财经,http://113.101.124.50:808/hls/105/index.m3u8$高清1080P
深圳财经,http://113.101.124.143:808/hls/105/index.m3u8$高清1080P
深圳财经,http://113.101.124.234:808/hls/105/index.m3u8$高清1080P
深圳财经,http://113.101.124.246:808/hls/105/index.m3u8$高清1080P
